Time_Taken,Extinguisher_Used,Incorrect_Actions,Aiming_Accuracy,Distance_From_Fire,Assessment_Time,Movement_Speed,High_Temp_Time,Outcome
60,10,10,0.66,2.6,14,0.6,14,0
57,10,2,0.34,3.3,12,0.7,16,1
30,7.3,5,0.85,4.6,12,0.6,15,1
60,10,10,0.83,4.9,15,0.3,32,0
60,10,6,0.4,1.7,10,1.5,31,0
34,10,3,0.83,4.3,5,0.5,10,1
59,10,9,0.81,4.5,6,0.6,25,1
35,10,2,0.75,4.1,6,1.0,6,1
42,10,3,0.64,1.4,9,1.0,31,1
45,10,2,0.44,4.7,13,1.4,22,1
55,10,9,0.5,3.7,12,1.1,24,1
35,9.4,4,0.99,4.9,14,0.4,5,1
58,10,7,0.5,4.5,12,1.4,21,1
54,10,6,0.59,1.3,14,1.4,37,1
60,10,7,0.47,3.5,7,0.7,33,0
37,10,2,0.86,3.5,9,0.8,27,1
41,10,7,0.87,4.7,10,0.5,9,1
53,10,3,0.54,1.8,13,0.5,28,1
52,10,0,0.72,1.8,7,1.3,5,1
57,10,1,0.39,1.1,9,0.5,41,1
33,10,0,0.9,1.5,6,0.3,21,1
60,10,5,0.58,2.5,11,0.8,34,0
51,10,8,0.62,3.4,12,0.4,15,1
38,10,9,0.61,5.0,11,0.7,8,1
49,10,0,0.32,4.0,10,1.2,20,1
60,10,8,0.5,2.8,5,1.1,18,0
33,9.6,6,0.55,4.1,11,0.5,14,1
54,10,6,0.34,4.3,7,0.8,32,1
50,10,9,0.63,2.9,9,0.4,19,1
59,10,7,0.55,3.9,12,0.6,33,1
56,10,7,0.32,1.3,15,1.3,40,1
60,10,5,0.33,3.6,8,0.4,44,0
51,10,1,0.71,4.4,8,0.8,6,1
60,10,3,0.82,4.9,10,0.7,22,0
34,10,9,0.52,2.9,7,0.9,18,1
60,10,0,0.62,1.0,5,0.5,41,0
60,10,6,0.5,2.4,14,1.1,31,0
44,10,5,0.56,3.2,6,1.5,38,1
30,7.8,9,0.36,1.5,10,0.9,13,1
60,10,10,0.35,2.5,13,0.5,23,0
39,10,7,0.95,3.8,8,0.8,10,1
39,10,8,0.67,1.8,12,1.2,24,1
60,10,6,0.45,2.4,12,0.8,37,0
36,10,3,0.66,3.9,9,0.6,20,1
60,10,3,0.36,1.8,9,0.7,23,1
60,10,5,0.81,4.2,8,0.8,38,0
60,10,9,0.76,3.7,7,0.4,25,0
60,10,7,0.86,2.0,5,0.8,6,0
56,10,1,0.73,4.0,6,1.2,13,1
44,10,7,0.81,2.8,8,0.5,23,1
42,10,6,0.65,3.6,9,0.3,27,1
48,10,10,0.64,4.8,8,1.2,20,1
31,10,1,0.61,3.5,5,1.0,19,1
50,10,6,0.48,2.4,7,0.6,12,1
33,8.4,3,0.59,4.7,12,0.9,20,1
60,10,10,0.36,4.7,9,1.2,12,0
57,10,2,0.36,3.7,8,0.4,36,1
52,10,4,0.76,1.8,8,0.3,11,1
32,7.1,6,0.62,1.4,13,0.7,16,1
60,10,5,0.51,3.6,13,0.8,26,0
50,10,7,0.8,3.2,14,0.9,32,1
33,10,0,0.78,3.5,8,1.2,5,1
60,10,1,0.8,4.7,5,1.0,42,0
41,10,5,0.97,2.7,12,0.3,14,1
45,10,6,0.82,3.9,8,0.4,7,1
35,10,0,0.84,3.8,9,0.5,10,1
60,10,4,0.4,4.4,8,0.8,17,0
60,10,2,0.58,1.6,14,0.5,18,0
60,10,3,0.51,4.0,7,0.9,39,0
32,8.1,6,0.36,1.2,11,0.8,13,1
49,10,0,0.7,2.9,11,0.9,23,1
59,10,5,0.69,4.8,8,1.3,7,1
41,10,7,0.46,3.8,7,0.5,21,1
57,10,7,0.82,4.3,15,1.4,8,1
46,10,1,0.61,2.8,9,0.6,17,1
60,10,8,0.31,3.3,11,0.3,8,0
50,10,5,0.75,3.0,6,1.3,27,1
60,10,10,0.38,1.1,7,1.3,48,0
60,10,7,0.36,3.8,8,0.5,36,0
56,10,2,0.7,4.4,9,1.2,14,1
60,10,9,0.55,1.7,13,0.7,16,0
49,10,6,0.98,1.2,7,1.4,41,1
55,10,4,0.79,4.6,5,0.5,50,1
60,10,3,0.5,1.8,8,1.2,25,0
57,10,10,0.83,1.8,14,0.8,37,1
47,10,0,0.39,4.3,13,1.5,11,1
33,7.4,2,0.83,3.6,15,0.3,5,1
49,10,2,0.96,2.7,11,0.5,12,1
32,8.9,7,0.49,4.7,13,1.3,15,1
32,7.7,2,0.42,2.1,14,0.5,13,1
46,10,8,0.86,4.2,7,0.6,10,1
60,10,7,0.86,1.1,10,1.3,32,1
35,10,4,0.5,2.8,6,1.1,25,1
31,8.1,8,0.74,1.6,13,0.4,15,1
34,10,8,0.69,3.8,9,0.6,7,1
60,10,9,0.92,4.1,9,0.4,42,0
32,8.9,0,0.75,1.8,12,1.1,8,1
39,10,9,0.78,4.4,11,0.6,21,1
60,10,5,0.66,2.6,13,1.4,9,0
60,10,1,0.31,2.5,6,1.0,5,0
60,10,8,0.4,4.3,6,1.4,5,0
42,10,6,0.32,2.9,14,1.1,12,1
30,6.5,0,0.89,4.5,13,1.0,16,1
60,10,9,0.68,2.2,11,0.5,41,0
53,10,9,0.5,3.9,6,1.0,34,1
31,8.6,8,0.61,3.0,13,1.5,11,1
35,8.0,4,0.58,3.3,14,1.2,20,1
60,10,9,0.72,3.6,13,1.2,16,0
47,10,10,0.41,3.8,12,0.9,11,1
60,10,6,0.69,1.3,8,1.4,51,0
53,10,8,0.47,3.5,8,1.0,44,1
50,10,1,0.95,2.2,7,0.8,18,1
37,10,4,0.63,2.5,10,0.9,13,1
49,10,2,0.44,2.9,9,0.8,23,1
37,10,0,0.78,2.9,12,1.4,19,1
60,10,2,0.43,4.4,7,0.9,39,0
60,10,3,0.62,4.4,14,1.3,22,0
45,10,8,0.6,3.4,7,0.7,32,1
34,10,8,0.61,4.1,5,0.4,26,1
46,10,7,0.66,1.0,15,1.4,24,1
39,10,4,0.89,4.9,11,1.0,13,1
45,10,2,0.35,4.7,12,1.3,33,1
54,10,9,0.41,3.9,6,0.5,40,1
36,10,4,0.41,4.3,10,0.9,19,1
33,8.1,10,0.63,4.5,14,0.6,16,1
49,10,3,0.58,2.3,5,1.0,36,1
42,10,9,0.59,3.8,7,0.8,18,1
39,10,0,0.75,4.1,10,1.2,5,1
30,7.1,8,0.49,4.5,14,1.3,15,1
57,10,5,0.81,3.9,15,0.8,33,1
60,10,4,0.88,4.0,9,0.6,14,1
60,10,0,0.99,3.3,15,1.1,5,0
51,10,9,0.8,3.7,8,1.0,11,1
46,10,0,0.43,4.1,10,1.4,27,1
31,7.3,8,0.44,4.5,14,1.0,13,1
42,10,1,0.41,3.3,7,0.7,30,1
60,10,2,0.99,3.9,9,1.4,20,0
30,7.9,5,0.85,1.7,12,0.9,12,1
60,10,2,0.31,3.0,9,0.5,12,0
60,10,9,0.37,1.4,11,1.3,32,0
51,10,9,0.44,4.2,7,1.2,27,1
60,10,0,0.94,1.8,15,0.5,10,1
43,10,5,0.77,3.5,13,1.0,8,1
35,10,10,0.69,2.9,8,0.3,9,1
60,10,0,0.66,3.1,6,0.9,36,0
54,10,8,0.69,2.6,7,0.6,42,1
59,10,9,0.4,3.2,8,0.7,46,1
47,10,8,0.36,4.7,8,0.5,38,1
51,10,6,0.6,1.0,8,1.0,23,1
33,10,7,0.36,1.8,5,0.5,20,1
40,10,2,0.45,2.8,12,1.3,6,1
48,10,7,0.33,1.5,9,0.6,17,1
33,8.9,4,0.77,3.0,14,0.4,12,1
56,10,1,0.51,1.8,11,0.4,15,1
46,10,7,0.49,1.2,13,0.6,18,1
33,9.6,10,0.99,3.4,10,0.8,22,1
41,10,0,0.5,2.5,12,0.5,9,1
42,10,9,0.9,4.7,12,1.1,27,1
33,8.9,7,0.57,3.7,12,0.9,14,1
57,10,3,0.48,1.9,5,0.4,17,1
55,10,3,0.39,4.4,10,0.4,15,1
60,10,9,0.35,2.2,12,0.6,24,0
43,10,0,0.96,2.6,7,1.0,8,1
59,10,3,0.76,1.5,11,1.0,15,1
46,10,7,0.45,4.2,8,0.9,37,1
60,10,3,0.3,2.2,8,0.8,32,0
54,10,6,0.62,2.8,6,0.7,27,1
49,10,5,0.51,4.7,8,1.4,36,1
36,10,10,0.73,2.9,9,1.0,17,1
60,10,0,0.67,3.7,15,0.8,18,0
41,10,0,0.44,4.9,10,1.5,23,1
36,10,10,0.8,1.3,9,1.1,19,1
39,10,6,0.73,2.6,13,0.5,5,1
31,8.0,10,0.67,4.3,12,1.1,18,1
33,10,3,0.64,4.9,6,0.4,19,1
51,10,0,0.69,2.3,5,0.9,17,1
60,10,8,0.32,5.0,14,1.1,46,0
50,10,9,0.56,4.9,13,1.1,26,1
34,10,8,0.84,2.3,7,0.9,18,1
55,10,6,0.74,3.6,13,0.9,28,1
33,7.2,0,0.62,3.0,15,1.2,12,1
60,10,0,0.95,1.9,14,1.2,44,0
41,10,1,0.38,4.4,15,0.9,16,1
60,10,6,0.91,2.3,10,0.4,49,0
38,10,5,0.58,2.6,14,1.4,16,1
60,10,6,0.84,3.2,13,0.8,11,0
60,10,2,0.65,1.4,11,1.0,43,0
47,10,2,0.32,1.5,8,0.4,6,1
35,10,10,0.89,4.4,11,0.9,24,1
59,10,3,0.61,2.9,13,0.6,30,1
60,10,0,0.73,2.2,12,1.3,36,0
46,10,4,0.36,2.6,10,1.0,36,1
58,10,2,0.46,2.2,6,0.6,19,1
60,10,6,0.93,1.5,14,0.6,5,0
30,7.3,4,0.95,1.8,11,0.4,10,1
60,10,1,0.63,1.3,6,1.4,49,0
43,10,8,0.44,4.8,13,1.4,17,1
46,10,3,0.52,4.9,10,0.5,13,1
53,10,5,0.34,3.6,5,0.6,12,1
54,10,10,0.41,3.4,5,0.4,12,1
36,10,3,0.79,4.3,5,1.1,12,1
54,10,2,0.63,3.7,11,0.6,7,1
59,10,8,0.46,3.5,14,0.4,12,1
49,10,7,0.92,1.6,14,0.5,13,1
60,10,5,0.67,1.1,13,0.8,23,0
60,10,0,0.71,2.5,9,1.3,44,0
48,10,6,0.58,4.2,8,1.2,24,1
60,10,6,0.72,1.1,10,0.3,12,0
55,10,4,0.35,3.7,10,0.5,30,1
60,10,0,0.96,4.0,14,0.6,36,0
53,10,6,0.39,1.0,12,1.2,38,1
54,10,4,0.43,2.0,10,1.0,8,1
49,10,7,0.95,4.6,11,0.6,18,1
46,10,6,0.6,1.3,12,0.4,21,1
34,10,2,0.46,3.1,6,1.4,7,1
30,9.4,5,0.63,1.8,5,0.8,8,1
42,10,4,0.95,3.7,13,0.8,5,1
44,10,8,0.7,1.0,14,1.4,17,1
32,9.4,2,0.56,2.3,9,1.4,21,1
39,10,6,0.91,2.3,9,0.4,25,1
60,10,4,0.71,2.9,10,0.4,18,1
56,10,3,0.49,2.9,15,0.7,15,1
40,10,2,0.56,1.5,5,0.4,7,1
48,10,7,0.32,2.6,14,0.6,13,1
57,10,2,0.54,4.5,5,1.3,43,1
36,10,7,0.44,3.0,10,0.4,21,1
34,10,6,0.44,4.5,6,1.1,14,1
30,8.2,6,0.76,4.7,12,1.1,9,1
44,10,5,0.71,3.9,5,1.3,39,1
44,10,4,0.68,3.5,10,0.7,13,1
44,10,1,0.8,2.4,13,0.6,29,1
60,10,6,0.4,1.8,8,1.1,13,1
40,10,8,0.99,4.7,12,0.7,7,1
35,10,4,0.56,4.4,11,1.1,12,1
57,10,8,0.64,3.0,15,1.2,29,1
51,10,7,0.68,2.9,5,1.2,35,1
39,10,9,0.85,3.9,10,1.4,28,1
57,10,4,0.38,2.6,9,1.3,13,1
60,10,1,0.67,2.0,13,0.4,44,0
53,10,0,0.46,3.7,5,0.8,29,1
31,7.1,3,0.9,3.8,13,1.2,14,1
30,8.4,4,0.67,3.6,11,0.4,13,1
60,10,4,0.63,3.6,11,1.1,47,0
60,10,10,0.62,1.2,12,0.8,34,0
60,10,1,0.95,3.9,14,1.4,37,0
40,10,8,0.65,1.1,6,0.8,17,1
41,10,7,0.4,4.3,12,0.5,20,1
60,10,1,0.31,4.7,8,1.2,46,0
36,10,6,0.75,3.7,5,0.8,30,1
33,6.8,0,0.97,1.5,15,1.4,10,1
60,10,10,0.93,4.3,5,0.8,21,0
60,10,3,0.74,2.6,6,1.1,6,0
45,10,3,0.46,2.6,14,0.7,15,1
60,10,4,0.98,4.9,15,0.4,18,0
38,10,1,0.66,3.6,14,0.7,18,1
41,10,2,0.69,1.0,10,1.1,8,1
39,10,3,0.67,2.3,6,1.2,21,1
33,10,1,0.46,4.7,5,1.1,18,1
60,10,0,0.51,2.2,6,1.4,36,0
50,10,4,0.97,2.6,5,0.8,25,1
60,10,7,0.93,4.3,6,0.9,47,0
60,10,4,0.43,2.0,10,0.7,35,0
43,10,0,0.81,3.9,5,1.4,21,1
32,8.3,2,0.89,2.2,11,0.7,11,1
30,6.4,5,0.48,3.6,14,0.7,16,1
60,10,10,0.95,2.1,6,0.3,32,0
55,10,1,0.41,4.6,14,1.3,15,1
50,10,9,0.32,4.4,11,0.8,25,1
37,10,2,0.53,2.6,10,1.1,25,1
60,10,6,0.42,1.7,14,1.0,21,0
39,10,5,0.97,4.3,15,0.7,16,1
56,10,1,0.49,4.9,6,0.8,13,1
41,10,5,0.8,2.0,11,1.4,7,1
41,10,6,0.37,2.7,6,0.9,29,1
48,10,4,0.32,1.1,10,0.8,7,1
60,10,0,0.89,3.9,12,0.5,38,0
41,10,2,0.8,2.7,7,0.5,34,1
60,10,8,0.72,4.0,5,1.0,51,0
34,10,10,0.41,3.4,7,0.9,22,1
31,8.1,8,0.37,4.3,11,1.2,5,1
37,9.1,9,0.31,1.4,14,1.2,10,1
60,10,0,0.95,1.6,11,1.4,36,0
33,9.3,6,0.48,2.6,10,1.1,13,1
57,10,4,0.37,4.4,14,1.0,17,1
47,10,8,0.87,4.0,6,1.0,38,1
41,10,3,0.78,1.1,6,1.5,35,1
56,10,10,0.97,1.1,12,0.4,6,1
30,7.3,3,0.72,2.1,14,0.5,6,1
48,10,1,0.59,2.4,7,1.0,25,1
36,10,10,0.31,4.2,8,0.4,19,1
37,10,5,0.74,3.2,7,0.4,16,1
48,10,3,0.56,3.2,9,1.5,31,1
59,10,10,0.91,4.6,9,0.6,45,1
40,10,1,0.6,5.0,8,1.2,21,1
60,10,0,0.57,3.9,6,1.0,48,0
51,10,7,0.94,4.8,8,1.0,28,1
46,10,5,0.5,5.0,5,1.4,40,1
30,6.2,5,0.85,1.5,14,1.3,15,1
60,10,10,0.69,2.7,14,0.5,21,0
44,10,1,0.98,2.5,11,0.7,19,1
33,10,6,0.79,1.5,10,0.6,5,1
43,10,2,0.33,1.7,9,0.9,21,1
54,10,4,0.44,2.3,11,1.2,10,1
50,10,3,0.34,1.9,14,1.5,18,1
60,10,7,0.5,2.2,7,0.6,8,0
33,7.9,7,0.51,1.6,13,1.2,15,1
52,10,1,0.95,4.9,10,0.6,29,1
41,10,6,0.91,2.8,13,0.9,26,1
42,10,10,0.89,4.8,15,1.3,19,1
49,10,7,0.46,2.2,11,1.3,9,1
31,8.0,5,0.83,1.8,14,1.1,14,1
59,10,8,0.83,1.0,13,1.1,28,1
44,10,1,0.63,3.0,12,0.4,24,1
49,10,4,1.0,2.5,8,0.8,31,1
37,10,1,0.92,1.9,11,0.3,5,1
58,10,6,0.96,2.2,9,1.2,36,1
36,10,0,0.41,1.9,14,1.1,9,1
59,10,6,0.44,4.6,15,1.3,7,1
39,10,6,0.69,2.8,6,0.9,26,1
30,9.6,9,0.32,4.7,5,0.5,16,1
45,10,10,0.75,2.0,10,0.5,9,1
44,10,7,0.56,3.8,15,1.1,10,1
60,10,9,0.79,4.3,6,0.4,24,0
60,10,0,0.73,2.2,13,1.3,43,0
60,10,2,0.38,2.1,5,0.3,18,1
40,10,6,0.91,2.4,7,0.5,25,1
54,10,7,0.83,3.8,13,1.5,9,1
60,10,3,0.74,3.9,15,0.5,35,0
60,10,5,0.88,3.2,12,0.9,18,0
49,10,2,0.33,1.1,8,0.4,41,1
60,10,1,0.46,2.1,6,1.3,26,0
60,10,1,0.38,1.5,11,1.1,9,0
38,10,3,0.33,3.6,5,0.9,19,1
51,10,4,0.41,1.3,13,1.2,19,1
60,10,7,0.99,3.8,11,0.6,34,0
30,9.5,1,0.79,4.1,6,0.7,8,1
51,10,2,0.42,1.9,13,0.4,34,1
37,9.3,2,0.78,1.4,14,1.0,5,1
33,9.1,9,0.83,1.8,9,0.5,6,1
44,10,5,0.3,2.0,14,0.3,17,1
59,10,0,0.77,2.3,11,1.2,36,1
52,10,3,0.36,3.7,12,0.4,9,1
60,10,10,0.85,3.3,7,0.9,48,0
49,10,2,0.74,2.1,6,0.8,7,1
60,10,6,0.94,4.8,13,1.2,47,0
38,10,10,0.32,2.4,12,1.5,7,1
34,10,10,0.7,2.6,7,1.2,21,1
60,10,10,0.5,3.1,12,0.6,16,0
60,10,3,0.44,2.4,8,0.3,29,0
55,10,7,0.39,2.5,15,1.1,14,1
40,10,5,0.64,1.9,6,0.7,29,1
55,10,8,0.82,3.6,11,1.5,10,1
56,10,10,0.53,1.2,9,1.3,37,1
30,7.0,1,0.98,3.7,13,0.4,14,1
39,10,10,0.39,1.7,9,1.1,8,1
40,10,9,0.72,2.7,9,0.5,25,1
33,7.6,2,0.31,4.5,15,1.3,7,1
35,8.4,8,0.31,3.8,13,0.8,15,1
54,10,6,0.57,1.3,13,0.9,23,1
60,10,5,0.4,1.3,12,0.9,16,0
37,10,4,0.99,4.3,8,1.4,25,1
56,10,2,0.68,1.4,15,0.7,19,1
39,10,1,0.34,2.2,9,0.3,17,1
59,10,3,0.81,1.7,7,0.6,47,1
60,10,3,0.55,4.5,11,0.3,34,0
48,10,4,0.4,3.5,10,1.4,20,1
32,10,3,0.95,3.8,5,0.9,5,1
37,10,5,0.35,2.1,7,1.0,8,1
36,10,6,0.84,1.7,7,1.0,27,1
31,9.1,4,0.73,3.2,8,0.4,22,1
60,10,8,0.76,2.0,14,1.3,44,0
51,10,7,0.64,1.3,8,1.3,8,1
55,10,7,0.81,3.6,6,1.5,10,1
43,10,5,0.6,3.5,5,0.8,36,1
60,10,6,0.82,1.6,5,0.8,39,0
53,10,3,0.97,1.2,13,0.9,24,1
39,10,9,0.68,4.4,11,0.6,12,1
57,10,2,0.77,4.4,13,1.2,33,1
60,10,3,0.97,3.9,14,0.5,24,0
51,10,3,0.63,2.5,14,1.4,21,1
60,10,6,0.37,1.7,7,1.1,35,0
40,10,7,0.92,4.6,6,1.3,31,1
33,8.0,1,0.39,3.6,15,1.0,15,1
60,10,7,0.68,4.8,5,0.6,7,0
31,7.9,10,0.35,4.6,11,1.4,15,1
47,10,4,0.81,3.2,13,1.3,21,1
52,10,3,0.41,1.6,9,0.4,12,1
31,7.7,0,0.64,1.4,12,0.8,11,1
49,10,0,0.73,1.1,12,1.5,20,1
51,10,10,0.43,1.6,7,0.9,39,1
48,10,6,0.85,3.9,8,0.9,20,1
35,10,9,0.85,1.4,8,0.6,18,1
42,10,7,0.84,1.2,5,1.3,10,1
36,10,1,0.86,3.0,6,0.8,11,1
60,10,4,0.39,4.1,13,1.1,37,0
32,9.9,10,0.9,2.3,5,0.5,25,1
32,7.9,2,0.57,3.8,14,0.4,14,1
55,10,7,0.31,4.8,11,0.7,14,1
39,10,3,0.83,3.4,7,1.4,13,1
43,10,10,0.59,1.0,14,1.3,12,1
54,10,10,0.69,1.3,15,1.5,21,1
37,10,3,0.97,3.3,9,1.2,23,1
31,10,6,0.7,3.1,5,1.4,9,1
60,10,10,0.72,3.8,10,0.7,32,0
60,10,8,0.36,2.3,5,1.3,11,0
31,9.5,10,0.68,4.1,10,1.0,14,1
60,10,2,0.68,4.9,7,1.0,17,0
60,10,7,0.89,1.2,9,0.9,35,1
60,10,5,0.86,2.2,7,0.5,7,0
37,10,8,0.62,4.9,6,1.2,19,1
53,10,5,0.54,3.6,11,0.7,28,1
37,9.7,4,0.38,4.7,13,0.5,22,1
52,10,8,0.53,3.2,13,0.9,7,1
44,10,1,0.49,1.1,6,0.8,25,1
55,10,5,0.95,4.0,12,0.3,42,1
34,10,9,0.56,4.9,9,1.4,21,1
59,10,9,0.44,4.3,9,0.9,49,1
49,10,4,0.93,2.7,5,1.3,39,1
60,10,0,0.67,1.6,7,0.5,6,0
51,10,3,0.45,1.6,13,1.0,21,1
59,10,9,0.96,2.1,15,0.7,36,1
45,10,8,0.76,1.3,12,1.2,10,1
60,10,7,0.35,3.4,7,1.4,46,0
33,9.6,1,0.98,1.4,10,0.8,21,1
53,10,8,0.79,4.2,12,0.7,7,1
60,10,3,0.58,1.9,12,1.4,16,0
51,10,5,0.79,3.4,10,0.6,29,1
35,10,5,0.38,2.7,5,0.3,30,1
60,10,9,0.35,4.2,10,0.6,26,0
60,10,0,0.55,2.1,11,0.4,9,0
34,10,9,0.49,3.0,7,1.5,26,1
34,10,4,0.76,2.5,9,0.6,5,1
60,10,1,0.66,4.0,14,1.3,15,0
42,10,9,0.58,4.4,8,0.5,27,1
60,10,10,0.69,4.4,8,1.5,35,0
49,10,9,0.45,2.1,8,1.2,7,1
60,10,10,0.62,2.4,15,1.2,38,0
53,10,8,0.63,2.7,14,0.5,8,1
42,10,9,0.52,3.2,12,1.4,14,1
47,10,7,0.5,3.1,13,0.6,8,1
60,10,5,0.54,3.9,14,0.8,42,0
60,10,4,0.94,4.8,15,1.0,16,0
60,10,10,0.51,3.8,6,0.6,41,0
60,10,8,0.75,1.9,14,1.1,36,0
50,10,7,0.6,4.1,11,1.1,38,1
40,10,8,0.9,3.5,14,0.9,14,1
31,9.8,8,0.91,2.5,9,1.1,14,1
60,10,2,0.54,2.7,5,0.7,43,0
47,10,7,0.71,3.2,5,0.6,6,1
60,10,10,0.6,1.8,15,0.8,21,0
58,10,1,0.9,3.9,10,1.1,19,1
33,9.1,8,0.4,4.9,10,0.7,23,1
45,10,5,0.82,3.4,9,1.0,13,1
30,9.0,5,0.96,1.4,9,0.9,21,1
56,10,6,0.81,4.6,7,1.4,41,1
44,10,6,0.54,1.4,11,0.8,26,1
48,10,5,0.78,3.9,11,0.7,12,1
46,10,9,0.83,2.0,5,1.3,5,1
50,10,4,0.93,4.2,11,0.3,25,1
60,10,8,0.44,4.1,5,0.9,43,0
48,10,3,0.52,4.6,9,0.5,22,1
46,10,3,0.43,1.1,10,0.7,18,1
60,10,8,0.77,2.7,12,1.1,39,0
46,10,2,0.66,1.5,6,0.8,22,1
52,10,9,0.98,3.1,9,1.1,8,1
53,10,10,0.53,3.0,15,0.4,9,1
60,10,4,0.67,1.5,9,1.2,11,0
60,10,0,0.76,1.9,15,0.5,20,0
56,10,2,0.7,1.2,5,0.6,26,1
38,10,7,0.87,3.7,11,1.3,26,1
60,10,3,0.45,3.2,6,1.0,24,0
34,10,1,0.31,4.3,8,1.5,12,1
60,10,0,0.42,2.0,10,1.3,50,0
31,10,6,0.8,1.2,5,1.3,14,1
44,10,3,0.91,1.7,7,0.5,32,1
39,10,1,0.82,4.9,8,0.7,22,1
50,10,6,0.78,3.7,6,0.6,21,1
33,7.4,4,0.44,2.2,14,0.8,10,1
60,10,9,0.52,2.9,13,0.9,7,0
34,10,10,0.38,1.4,6,0.5,14,1
46,10,6,0.61,2.6,13,0.4,10,1
50,10,2,0.82,4.1,11,1.0,37,1
60,10,6,0.36,2.0,14,0.8,28,0
52,10,6,0.78,1.5,14,1.4,16,1
60,10,8,0.85,3.7,15,1.5,13,0
35,10,2,0.58,2.3,11,0.8,20,1
56,10,5,0.94,1.9,9,1.5,7,1
35,10,5,0.99,1.5,12,1.1,11,1
37,10,6,0.55,2.7,13,1.3,22,1
51,10,3,0.78,4.0,6,0.4,14,1
51,10,4,0.38,1.4,6,1.2,37,1
30,9.2,2,0.49,2.0,10,0.8,11,1
45,10,1,0.41,2.2,6,1.2,9,1
57,10,4,0.74,1.2,15,0.5,35,1
56,10,3,0.67,3.9,15,0.8,8,1
40,10,8,0.38,1.3,8,0.5,12,1
34,9.9,4,0.96,2.3,9,0.7,11,1
46,10,7,0.43,4.8,10,1.3,22,1
47,10,5,0.77,1.0,5,1.0,8,1
60,10,4,0.8,2.2,5,1.0,5,0
53,10,7,0.4,4.8,13,1.2,7,1
46,10,0,0.4,1.7,9,0.7,29,1
59,10,4,0.33,2.1,6,1.1,29,1
36,8.4,2,0.6,3.1,15,0.5,17,1
57,10,7,0.88,1.0,11,0.8,40,1
60,10,4,0.66,4.0,11,0.3,26,0
37,9.1,1,0.52,2.2,15,1.3,11,1
31,8.3,9,0.94,3.1,10,1.3,12,1
37,9.7,3,0.67,3.6,13,0.8,24,1
47,10,6,0.89,4.6,13,0.6,22,1
60,10,10,0.52,1.7,13,1.0,39,0
32,9.5,9,0.49,4.3,7,1.4,7,1
60,10,6,0.46,3.8,7,1.4,7,0
57,10,9,0.44,2.7,12,0.9,29,1
42,10,7,0.6,4.3,9,0.7,14,1
60,10,4,0.35,2.1,5,1.1,27,1
30,7.7,6,0.41,3.0,12,1.2,11,1
60,10,2,0.37,2.1,14,1.0,40,0
60,10,2,0.77,1.4,7,0.9,48,0
59,10,5,0.45,3.5,5,1.1,26,1
60,10,3,0.64,3.3,13,1.5,32,0
52,10,8,0.97,1.6,11,0.6,5,1
60,10,5,0.82,1.9,5,1.2,22,0
49,10,1,0.82,2.3,9,1.5,37,1
40,10,7,0.34,2.4,6,1.4,33,1
60,10,3,0.72,4.7,5,0.9,53,0
30,10,7,0.92,4.6,5,0.7,16,1
51,10,8,0.35,3.9,7,1.1,23,1
41,10,9,0.43,2.2,11,1.1,12,1
40,10,2,0.77,3.9,6,0.4,24,1
60,10,0,0.36,2.1,8,1.2,36,0
48,10,9,0.98,1.6,7,1.2,37,1
33,10.0,4,0.89,2.0,8,0.9,17,1
35,10,6,0.68,2.1,9,1.3,7,1
60,10,8,0.35,2.6,6,0.6,23,0
46,10,6,0.38,3.9,6,0.7,23,1
60,10,8,0.93,1.9,5,0.4,9,0
59,10,2,0.9,4.6,9,0.7,13,1
48,10,0,0.41,3.9,8,0.4,22,1
60,10,0,0.48,2.9,9,0.8,34,0
54,10,6,0.75,4.4,5,0.9,11,1
60,10,9,0.64,4.5,10,1.5,15,0
45,10,5,0.91,3.9,15,1.4,15,1
57,10,4,0.49,2.3,15,1.4,41,1
45,10,9,0.74,1.1,10,1.5,12,1
37,10,4,0.85,4.8,13,0.9,5,1
60,10,4,0.77,3.6,8,1.1,44,0
39,10,5,0.89,2.2,8,1.1,27,1
55,10,0,0.31,3.9,13,0.5,10,1
58,10,4,0.84,2.5,13,0.7,44,1
60,10,1,0.87,3.6,12,1.2,20,0
43,10,5,0.61,1.5,11,0.4,14,1
44,10,0,0.72,4.6,5,1.0,20,1
30,5.9,9,0.89,1.4,14,1.2,12,1
47,10,8,0.75,2.8,6,0.5,41,1
35,10,8,0.58,1.6,10,0.4,23,1
41,10,1,0.97,3.5,12,1.3,25,1
54,10,0,0.53,2.8,10,1.0,25,1
60,10,7,0.77,4.2,12,0.6,15,0
60,10,7,0.92,2.9,8,0.7,40,0
44,10,10,0.92,2.4,10,0.4,34,1
48,10,0,0.57,2.9,13,0.4,18,1
30,8.1,9,0.75,4.3,8,0.9,10,1
60,10,10,0.55,2.9,14,0.4,25,0
60,10,9,0.3,4.3,13,0.8,9,0
50,10,1,0.4,3.7,6,1.0,32,1
43,10,10,0.59,2.3,10,1.1,15,1
33,10,9,0.78,1.2,6,1.3,14,1
60,10,7,0.8,4.2,13,1.2,44,0
40,10,8,0.84,4.4,8,0.9,19,1
51,10,9,0.86,2.5,12,0.5,16,1
35,10,10,0.76,2.5,9,1.4,14,1
30,9.2,5,0.82,1.4,10,1.3,15,1
42,10,8,0.33,2.1,6,0.6,5,1
